image_name,comment_number,comment
138482998.jpg,0,رجل يرتدي جينز و سترة من الجلد يمشي بجوار ملصق إعلانات
138482998.jpg,1,رجل مسن يرتدي سترة جلدية سوداء يسير في الشارع
1385492203.jpg,0,مجموعة من أربعة شبان و شابة يحملون عبوات رذاذ الطلاء و يبتسمون بجانب أعمالهم الفنية
1385492203.jpg,1,خمسة شبان يرسمون على الجدران
1386207171.jpg,0,رجل يقوم بأعمال مثيرة بدراجته
1386207171.jpg,1,رجل يرتدي خوذة حمراء يركب دراجة
1386251841.jpg,0,امرأة تنظر إلى نماذج لعرض الأزياء عليها ثلاثة أزياء على خلفية صفراء زاهية
1386251841.jpg,1,امرأة تنظر إلى ملابس تم وضعها على نماذج لعرض الأزياء
1386964743.jpg,0,طفل صغير بشعر أسود يقف في طريق السيارة بالقرب من زهور عباد الشمس
1386964743.jpg,1,صبي يلعب بالكاميرا بينما يقف على طريق ترابي
1386973587.jpg,0,رجل يجلس على بطانية يرتدي قميص بني و سروال قصير بني اللون يلتقط صورة لمنديل أمامه
1386973587.jpg,1,رجل يرتدي قميص بني يأخذ صورة لشيء على الأرض أمامه
1386994947.jpg,0,عدة أشخاص يحضرون حفلة موسيقية في الخارج
1386994947.jpg,1,مجموعة من الناس ينظرون إلى شاشة كبيرة
1387014885.jpg,0,رجل يرتدي قميص بني اللون يتحدث إلى امرأة ترتدي قميص مزين بالورود في حفل موسيقي خارجي
1387014885.jpg,1,يتجمع حشد من الناس لحضور مناسبة ما بينما تتحدث امرأة ترتدي بلوزة مزهرة مع رجل يرتدي قميص بني
138705546.jpg,0,فتاتان صغيرتان ترتديان ملابس السباحة تجلسان على شاطئ بحيرة و تشاهدان شخص يصطاد من قارب
138705546.jpg,1,فتاتان صغيرتان ترتديان ملابس سباحة وردية تجلسان على الصخور بجانب الماء
138718600.jpg,0,امرأتان تجلسان على العشب ودراجتيهما خلفهما
138718600.jpg,1,فتاتان تجلسان على طريق بجوار نهر ودراجتيهما متوقفة بجانبهما
1387443857.jpg,0,رجل عجوز يرتدي قميص أزرق يبدو مرتبك مع وجود أشخاص من خلفه
1387443857.jpg,1,رجلان عجوزان يجلسان على مقعد خرساني بالخارج
1387461595.jpg,0,يتحدث رجلان يرتديان سترات عالية الجودة إلى رجل يرتدي بدلة بجوار عبارة ترحيب منحوتة على صخرة
1387461595.jpg,1,ثلاثة رجال يقفون بالقرب من لافتة حجرية كبيرة
1387785218.jpg,0,طفلة صغيرة ترتدي حذاء أزرق تدفع لعبة دمية موضوعة في عربة أطفال
1387785218.jpg,1,طفلة صغيرة تدفع عربة أطفال في الشارع
13880312.jpg,0,تقف امرأة في رداء التخرج الأسود وسط حشد من الناس
13880312.jpg,1,امرأة شقراء ترتدي رداء التخرج
1388346434.jpg,0,رجل يتكئ على حافة شرفة
1388346434.jpg,1,يقف رجل بشارب أبيض على شرفة تطل على الطريق بالأسفل
1388373425.jpg,0,امرأة تتحدث على هاتفها المحمول مع حقيبتها و حقيبة صفراء على الرف بجوارها
1388373425.jpg,1,امرأة تحمل حقيبة ظهر تجلس خارج مبنى مع آخرين
1388970365.jpg,0,ثلاثة كلاب اثنان منهم لونهما أسود و واحد بني يلعبون في حقل عشبي
1388970365.jpg,1,ثلاثة كلاب تلعب في حقل بالقرب من منزل على اليمين
1389156021.jpg,0,ثلاث فتيات صغيرات يشاركن في فنون الدفاع عن النفس
1389156021.jpg,1,ثلاثة أطفال يمارسون فنون الدفاع عن النفس أحدهم لديه حزام أصفر و الآخر حزام أحمر و الأخير حزام أبيض
1389264266.jpg,0,فتاتان تواجهان بعضهما البعض إحداهما ترتدي حقيبة عليها شكل جمجمة ترتدي قميص أحمر و أسود و الآخرى ترتدي حزام مطرز
1389264266.jpg,1,فتاة ذات شعر وردي مخطط و حذاء من الفراء تنظر إلى الخلف بينما تنظر إليها الفتاة التي تسير بجوارها
1389323170.jpg,0,امرأة تحمل مشروب بجانبها كيس أبيض تجلس على منحوتة خضراء
1389323170.jpg,1,امرأة تجلس على مقعد فيروزي مع وسادة و حقيبة بالقرب من مطعم
1389651420.jpg,0,طفل صغير يرتدي قميص أحمر يصنع تعابير بوجهه للكاميرا أثناء انتظاره في مسار عربة
1389651420.jpg,1,طفل صغير يبتسم مع عربة صغيرة في الخلفية
1390184143.jpg,0,شخصان يجلسان على طاولة و هناك طائر يقف عليها
1390184143.jpg,1,رجل و امرأة وطائر أبيض واقف على طاولة النزهة بالقرب من الماء
1390254777.jpg,0,عازف في الشارع بجوار الشاطئ يقف على ركائز متينة يعزف على آلة التوبا الموسيقية
1390254777.jpg,1,رجل يقف عى ركائز متينة يعزف على آلة التوبا الموسيقية أمام جدارية
1390268323.jpg,0,صبيان صغيران يرتديان ملابسهما الداخلية فقط و يتسلقان مقعدًا في شاحنة
1390268323.jpg,1,طفلان يصعدان إلى مؤخرة السيارة من المقعد الأمامي
1390436676.jpg,0,فتاة صغيرة تنظر برهبة إلى حشرة السرعوف التي تزحف ببطء فوق ذراعها الأيمن
1390436676.jpg,1,فتاة شقراء ترتدي قميص وردي تنظر إلى حشرة السرعوف الكبير على ذراعها
1390654687.jpg,0,رجل كبير في السن يرتدي ملابس بيضاء بالكامل يأكل من وعاء أبيض أثناء جلوسه على كرسي كبير
1390654687.jpg,1,رجل يرتدي ملابس بيضاء يجلس على كرسي و يأكل شيئا من وعاء
1390860274.jpg,0,صبي يرتدي سترة نجاة برتقالية يلعب على الشاطئ بشبكته بينما يرتدي والده قميص أحمر و قبعة من القش
1390860274.jpg,1,رجل و صبي يقومان بأصطياد السمك
1391386453.jpg,0,جندي واقف بشكل شامخ و هو يراقب الأشخاص العابرين
1391386453.jpg,1,رجل يرتدي زي عسكري يقف و يداه خلف ظهره في ممر عام
1391394685.jpg,0,رجل يرتدي بدلة سوداء و ربطة عنق بيضاء يقف في وسط غرفة مزدحمة
1391394685.jpg,1,رجل يرتدي ملابس أنيقة يقف في منتصف غرفة مع الكثير من الأشخاص الذين يرتدون ملابس غير رسمية
139165197.jpg,0,رجل يرتدي غطاء رأس أبيض يزيل الطبقة الخارجية الخضراء من نوع ما من الفاكهة الاستوائية
139165197.jpg,1,يقوم رجل بفتح كومة كبيرة من جوز الهند
1392272228.jpg,0,كلب أسود يخرج من مياه المحيط على الشاطئ و بداخل فمه شيء
1392272228.jpg,1,كلب أسود في فمه عصا يخرج من الماء على الشاطئ
139245992.jpg,0,رجل كبير في السن يرتدي سروال و قميص بأكمام طويلة يرمي كرة حمراء صغيرة على الشاطئ
139245992.jpg,1,رجل مسن يقذف كرة مطاطية حمراء على الشاطئ
139252428.jpg,0,امرأة و ابنتها يلعبان على الشاطئ بينما الأب يشاهد بفرح
139252428.jpg,1,طفل يطارد امرأة على الشاطئ بينما ينظر الرجل إليها
1393205795.jpg,0,مجموعة من أربع فتيات في الجزء الخلفي من السيارة ينظرن إلى كتاب بغلاف وردي اللون
1393205795.jpg,1,أربع فتيات يقرأن كتاب في مؤخرة سيارة بها صناديق من المنتجات
1393424041.jpg,0,مجموعة من الطائرات تقدم عرض جوي مع كتابة في السماء
1393424041.jpg,1,مجموعة من الناس على الشاطئ يشاهدون تسع طائرات في السماء
1393707375.jpg,0,شابتان تلعبان الشطرنج في أحد المطاعم
1393707375.jpg,1,امرأتان بشعر أسود تلعبان الشطرنج على طاولة و هما واقفتين
1393947190.jpg,0,شخص يرتدي قميص أبيض بأكمام طويلة ينسج بخيط أصفر
1393947190.jpg,1,رجل يحيك خيوط صفراء على نول خشبي
1394239063.jpg,0,مجموعة رجال يتنزهون بينما كانت امرأتان تجريان صعودًا إلى أعلى التل
1394239063.jpg,1,تجري امرأتان فوق تلة ترابية بينما يسير ثلاثة رجال
1394276597.jpg,0,مجموعة من النساء يعزفن على آلاتهن بفساتين سوداء
1394276597.jpg,1,مجموعة من النساء يؤدون عروض موسيقي
1394317098.jpg,0,عائلة تراقب تسع طائرات نفاثة تحلق تحت السماء الصافية
1394317098.jpg,1,عائلة مكونة من أربعة أفراد تشاهد عرض جوي
1394319096.jpg,0,ينظر الناس على الشاطئ إلى السماء ليشاهدون قلب كبير مرسوم بواسطة الآثار النفاثة للطائرة
1394319096.jpg,1,تصنع طائرات قلب في السماء أثناء تجمع الكثير من الناس على الشاطئ لمشاهدة العرض الجوي
1394368714.jpg,0,كلب ينتظر بينما يبحث صاحبه في مجموعة من الأشياء
1394368714.jpg,1,شخص يحمل كلب صغير مربوط بمقود ينحني و ينظر في الأشياء
1394396709.jpg,0,يجري كلب في الماء حامل شيئا أسود و أصفر في فمه
1394396709.jpg,1,كلب يحمل علبة لحفظ الماء يسير في مياه خضراء صافية
1394599090.jpg,0,رجل يرتدي قميص أبيض و نظارات يقوم بإخراج صبي صغير يرتدي قميص أزرق من الماء
1394599090.jpg,1,طفل صغير مذعور يخرجه والده من البركة
1394620454.jpg,0,يقف صبي يرتدي نظارات فوق قمة صخرية و يداه في جيوبه
1394620454.jpg,1,يقف رجل يرتدي بنطلون أزرق و قبعة زرقاء على قمة جبل
1394673080.jpg,0,اثنان من ممثلين الفن الصامت يرتديان ملابس سوداء يلعبان شد الحبل في حقل بينما يركض كلب أبيض صغير بينهما
1394673080.jpg,1,اثنان من ممثلين الفن الصامت يلعبان لعبة شد الحبل بينما يركض كلب بينهما
1394756978.jpg,0,يجلس رجلان في الشارع بتسريحة شعر ضفائر أفريقية بينما يقف خلفهما رجل يرتدي قبعة و رجل يرتدي سترة جلدية
1394756978.jpg,1,رجلان بشعر طويل يجلسان على الأرض
1394796089.jpg,0,تستعد فرقة مع الساكسفون والترومبون لعزف الموسيقى
1394796089.jpg,1,مجموعة رجال مع آلاتهم الموسيقية النحاسية
1394927474.jpg,0,رجل يحمل بالون أخضر على شكل نجمة يقف بجانب باب مبنى قديم المظهر
1394927474.jpg,1,شاب يحمل بالون أخضر على شكل نجمة أمام مبنى حجري كبير
1395107023.jpg,0,رجل يرتدي قميص مخطط يقف أمام أجهزة صوت و يعمل عليها
1395107023.jpg,1,شاب يلعب بجهاز ألعاب عام
1395173766.jpg,0,تقوم مجموعة موسيقية بعزف الموسيقى في الخارج
1395173766.jpg,1,مجموعة من النساء يرتدين ملابس سوداء يعزفن على آلات موسيقية أمام مبنى كبير
139539078.jpg,0,رجلان يتفقدان حافلة مدرسية
139539078.jpg,1,يجلس أحد الميكانيكيين على سطح حافلة مدرسية ذات باب مفتوح و الآخر يقف داخل الحافلة
139540338.jpg,0,يتسكع عدة رجال يرتدون أحذية و قبعات رعاة البقر و هناك رجل يقوم بتلميع حذائه
139540338.jpg,1,مجموعة رجال ينتظرون تلميع أحذيتهم
1395410911.jpg,0,يسير الكثير من الناس على طول رصيف مع مجموعة متنوعة من المتاجر الصغيرة
1395410911.jpg,1,رجل يحمل حقيبة ظهر يتوقف و ينظر إلى شاشة في متجر
1396064003.jpg,0,يقوم المتزلج على لوح التزلج بانقلاب أثناء جره بسرعة عالية
1396064003.jpg,1,رجل مقلوب نتيجة قيامه بشقلبة على لوح تزلج على الماء
1396703063.jpg,0,رجل يرتدي قميص أزرق و قبعة رعاة البقر و يضع صليب حول رقبته يمشي أمام كرنفال أو مدينة الملاهي
1396703063.jpg,1,رجل يرتدي قبعة و قميص أبيض وسلسلة ذهبية على شكل صليب
139719522.jpg,0,رجل و صبي يعملان على المعدات
139719522.jpg,1,رجلان ينظران إلى قطعة من الآلات في الخارج
1397295388.jpg,0,مجموعة أشخاص ينتظرون أمتعتهم في مطار لاس فيغاس
1397295388.jpg,1,مجموعة من الناس ينتظرون حقائبهم في المطار
1397344877.jpg,0,مجموعة كبيرة من الناس تملأ الشارع
1397344877.jpg,1,حشد كبير من الناس يمشون
139765126.jpg,0,حشد من الناس يقفون في الخارج بجوار مجرى مائي في الليل مع مرور القوارب
139765126.jpg,1,مجموعة من الناس في الخارج بعد حلول الظلام في مواجهة مجرى مائي
1397737225.jpg,0,أربعة راقصات يرقصن في حمام سباحة أثناء أحد العروض
1397737225.jpg,1,أربع نساء يرقصن في الماء
1397887419.jpg,0,يركض كلب ذو لون بني فاتح و كلب ذو لون بني غامق على عشب أخضر
1397887419.jpg,1,يطارد كلب بني كلب أشقر على العشب
1397923690.jpg,0,رجل يتزلج بحذر أسفل تل مغطى بالثلج يرتدي حقيبة ظهر
1397923690.jpg,1,متزلج يرتدي حقيبة ظهر سوداء يشق طريقه إلى أسفل التل
139818748.jpg,0,يقف رجل يرتدي سماعات في الشارع
139818748.jpg,1,رجل يرتدي قبعة بيسبول سوداء و سماعات يمد يده إلى جيب قميصه
1398606571.jpg,0,فتاة شابة ترتدي ملابس السباحة الوردي و الأخضر تسبح بحلقة مطاطية
1398606571.jpg,1,فتاة تسبح باستخدام حلقة مطاطية
1398613231.jpg,0,رجل و فتاة صغيرة ترتدي ملابس سباحة وردي يعومان معا على حلقة مطاطية قابلة للنفخ في الماء
1398613231.jpg,1,رجل و فتاة يسترخيان على حاقة مطاطية في الماء
1398766312.jpg,0,شخص يجلس خلف ماكينة خياطة قديمة من طراز سينجر مع ملاحظة مثبتة على فستانه
1398766312.jpg,1,رجل يرتدي شعر طويل يخيط زي
1398873613.jpg,0,رجلان أحدهما يرتدي قميص أبيض و الآخر يرتدي قميص بني و نظارة شمسية
1398873613.jpg,1,رجل يرتدي قميص بني يمسك بسلك بينما ينظر إليه رجل آخر
1398957709.jpg,0,رجل يرتدي عباءة سوداء في ساحة انتظار مبنى عليه أعمال فنية معروضة من الخارج
1398957709.jpg,1,رجل يرتدي عباءة بالقرب من مبنى أحمر
1399295078.jpg,0,رجلان يرتديان بدلات يتحدثان بينما يحمل أحدهما زجاجة ماء
1399295078.jpg,1,رجلان يرتديان بذلات يضحكان معا
1400091666.jpg,0,رجل ذو شعر طويل يرتدي قميص أحمر يعزف على الجيتار و يدخن في نفس الوقت
1400091666.jpg,1,رجل ذو قميص وردي يعزف على الجيتار و يدخن سيجارة
1400421768.jpg,0,رجل يرتدي ملابس سوداء بالكامل يحمل عصا و يرتدي نظارات واقية سوداء
1400421768.jpg,1,شخص بالغ يرتدي ملابس سوداء و يحمل عصا
1400424834.jpg,0,فتاة ذات شعر أحمر طويلة ونحيفة ترتدي حذاء حربي و تقف على الرصيف
1400424834.jpg,1,فتاة نحيفة ترتدي حذاء كبير تقف على جانب الطريق
1401324296.jpg,0,امرأة ترتدي بدلة و تنورة سوداء تتحدث مع امرأة أخرى في قارب
1401324296.jpg,1,تقف امرأتان في قارب تنظران إلى الماء
1401351228.jpg,0,العديد من الأشخاص يستمعون إلى المعلومات في مؤتمر أو دار البلدية
1401351228.jpg,1,العديد من كبار السن يتفاعلون مع الآخرين
1401961581.jpg,0,فتاة صغيرة مربوطة بأحزمة جاهزة للقفز في الهواء
1401961581.jpg,1,فتاة صغيرة تجلس في لجام مربوطة بحبل بينما يراقبها الآخرون
1401998185.jpg,0,رجل أبيض يحمل مكبر صوت يقف بالقرب من لافتة في الشارع تشير إلى إتجاه العديد من الأماكن
1401998185.jpg,1,رجل لديه مكبر صوت أحمر يرتدي قميص بألوان العلم الألماني
1402173695.jpg,0,رجل يرتدي سروال جينز أزرق و صندل و قميص أسود يشوي اللحم في الخارج في ساحة عشبية
1402173695.jpg,1,شاب ذو شعر داكن و لحية يطبخ شرائح اللحم بالخارج على شواية صغيرة
1402489103.jpg,0,شابة ترتدي زي أزرق اللون تلتقط صور رقمية بينما تنظر إليها ثلاث نساء أكبر في السن
1402489103.jpg,1,مجموعة من النساء يراقبن حدث بينما تلتقط إحداهن ترتدي الزي العسكري صورة
1402640441.jpg,0,يحاول صبي صغير يرتدي سروال قصير أحمر الإمساك بكرة قدم تتجه نحوه
1402640441.jpg,1,يحاول صبي يرتدي سروال قصير باللونين الأحمر و الأزرق الإمساك بكرة قدم و هو يركض على الرمال
1402641725.jpg,0,أربعة أطفال يتدحرجون و ينزلقون على الكثبان الرملية
1402641725.jpg,1,أربعة أطفال يلعبون على الكثبان الرملية
1402843760.jpg,0,كلب أبيض يرفع قدمه و هو يقف على العشب بالقرب من أعمدة مخططة
1402843760.jpg,1,يسير كلب أبيض صغير ذو فراء في العشب الأخضر
1402859872.jpg,0,طفلة صغيرة تضرب كفها بكف رجل آلي أصفر في تعبير احتفالي
1402859872.jpg,1,روبوت أصفر يضرب كفه براحة يد طفلة صغيرة ذات شعر قصير
1403064674.jpg,0,شخص يرتدي قميص أزرق و بنطلون جينز يتكئ على سياج خشبي بينما ينظر من خلال الأشجار إلى منظر طبيعي
1403064674.jpg,1,شخص يرتدي قميص أزرق و سروال جينز ينظر إلى الأفق وراء الأشجار
1403414927.jpg,0,كلب أسود يمشي أمام كلب أبيض على طريق في غابة
1403414927.jpg,1,كلب أبيض و رمادي يمشي على طول طريق في الغابة
1403608604.jpg,0,أم و ابنها يستمتعان بالغداء في مطعم مكسيكي
1403608604.jpg,1,امرأة و شاب يجلسان على طاولة في مطعم مكسيكي
140377584.jpg,0,متسلق يرتدي خوذة برتقالية متصل بحبل أثناء تسلق وجه صخرة
140377584.jpg,1,رجل يرتدي خوذة برتقالية يتسلق صخرة
1403846093.jpg,0,تقف امرأة ترتدي فستان أسود و عليها بطاقة تعريف و هي تخاطب مجموعة من الجالسين
1403846093.jpg,1,امرأة ترتدي ثوب أسود تتحدث إلى الحضور الذين يجلسون بشكل عشوائي في غرفة
1403857072.jpg,0,شابان أحدهما يرتدي ملابس حمراء و الآخر يرتدي ملابس سوداء يجلسان على أجهزة الكمبيوتر
1403857072.jpg,1,رجلان يجلسان على مكتب مشترك على أجهزة الكمبيوتر الخاصة بهما
140407961.jpg,0,رجل يرتدي قميص أزرق داكن يستخدم عربة يد لإلقاء الأوساخ بجوار السياج
140407961.jpg,1,رجل يسكب محتويات عربة يدوية من الأسمنت على رصيف
140430106.jpg,0,كلب نحيل يجري على طول الشاطئ
140430106.jpg,1,كلب رشيق يجري في الرمال في يوم مشمس
1404471863.jpg,0,رجل شاب يرتدي ربطة عنق زرقاء يتحدث في ميكروفون
1404471863.jpg,1,شاب يرتدي بدلة و ربطة عنق يتحدث في ميكروفون
140468532.jpg,0,تسير في الشارع امرأة وثلاث فتيات صغيرات يرتدين معاطف وردية و بنفسجية
140468532.jpg,1,امرأة ترتدي معطف وردي تتسوق و معها ثلاث فتيات يحملن حقائب زرقاء
1404832008.jpg,0,رجل يرتدي سروال سباحة يمارس رياضة التزلج بالمظلات في الماء
1404832008.jpg,1,يتم جر رجل يرتدي مربوط بالحبال في الماء
1405005999.jpg,0,و
1405005999.jpg,1,تقف نساء من أعراق مختلفة في غرفة يحملن سهام حمراء و صفراء
1405221276.jpg,0,كلبان يهزان نفسيهما ليجفان من الماء أثناء اللعب بالكرة على حافة بحيرة
1405221276.jpg,1,كلبان ينفضان قطرات الماء عنهما و هما على الشاطئ
140526326.jpg,0,يقف رجل بحزام وحبل متصل بخصره على قمة جبل يطل على الماء
140526326.jpg,1,متسلق الصخور يلقي نظرة من فوق كتفه للأسفل على منظر البحيرة والمدينة
140526327.jpg,0,رجل ينظر إلى الجرف الذي يتسلقه بالقرب من محيط أزرق جميل
140526327.jpg,1,رجل يتسلق الصخور مع مدينة وخليج من خلفه
1405383834.jpg,0,زوجان باللباس الأبيض يطعمان بعضهما البعض من كعكة الزفاف
1405383834.jpg,1,عروس و يشاهد يطعمان بعضهما البعض كعكة الزفاف
140557878.jpg,0,خمسة عمال يجلسون على جانب طريق يتناولون الغداء
140557878.jpg,1,خمسة عمال يجلسون لتناول الغداء بجانب موقف للسيارات
1405650076.jpg,0,طفل صغير بشعر بني يختبئ خلف صندوق من البرتقال
1405650076.jpg,1,طفل صغير بشعر بني مجعد يختبئ خلف صندوق من الورق المقوى في سوق لبيع الخضار
1405665934.jpg,0,امرأة ترتدي سترة بيضاء و سروال قصير وردي تجلس تقرأ كتاب و رأسها مستريح على يدها اليمنى
1405665934.jpg,1,امرأة ترتدي سترة بيضاء وخاتم على شكل فراشة باللون الفضي و تقرأ كتاب أثناء انتظارها
1406010299.jpg,0,فتى برقعة عين و على رأسه منديل يقف في المرفأ و يقبض قبضته
1406010299.jpg,1,صبي صغير يرتدي زي القراصنة بالقرب من أرصفة الميناء
1406296515.jpg,0,فتاة ترتدي ملابس خضراء تأكل شطيرة أمام برج بيزا المائل
1406296515.jpg,1,امرأة ترقد على العشب تأكل شيئا أمام برج البيتزا المائل
14072289.jpg,0,مجموعة من الناس حول طاولة يلعبون لعبة الروليت 
14072289.jpg,1,رجل و امرأة يلعبان في الكازينو ويرفهان عن نفسهما
140732943.jpg,0,رجل ذو شعر طويل و قبعة صغيرة يقف مع جيتار
140732943.jpg,1,رجل ذو شعر طويل و لحية يعزف على الجيتار
140738818.jpg,0,طفل رضيع يضحك بينما يحاول النهوض على قدميه بمساعدة أريكة يستند عليها في غرفة معيشة مليئة بالألعاب
140738818.jpg,1,طفل مبتسم يقف و يداه على أريكة مطبوعة بالزهور
140770875.jpg,0,رجل كبير في السن يعمل بآلة وينحت قطعة خشبية
140770875.jpg,1,رجل كبير في السن يرتدي قميص وردي يستخدم الآلات لنحت أداة
140774394.jpg,0,رجل يعمل في الخارج على بعض الآلات
140774394.jpg,1,رجل يرتدي معدات السلامة ويشغل آلة بينما توجد خيام من خلفه
1408554531.jpg,0,امرأة ترتدي جينز تمشي بجوار حافلة عليها إعلان لامرأة تنظر من فوق نظارتها الشمسية
1408554531.jpg,1,امرأة ترتدي سروال جينز ملفوف للأعلى و قميص أسود تمر بجوار حافلة تحمل حقيبة تسوق
1408677769.jpg,0,امرأة تندفع إلى الأمام على وشك أن تصطدم بكرة طائرة على الشاطئ بينما يجلس المتفرجون في المدرجات
1408677769.jpg,1,تقفز امرأة لتضرب كرة طائرة زرقاء و بيضاء قبل أن تهبط في الرمال
1408958345.jpg,0,فتاة صغيرة ترتدي ملابس السباحة الوردية تجري عبر الشاطئ مع وجود أمواج في الخلفية
1408958345.jpg,1,فتاة صغيرة ترتدي بدلة سباحة مزهرة تجري عبر الرمال على الشاطئ
1409001204.jpg,0,رجل يرتدي قميص أسود و بنطلون جينز و قبعة يقفز في الهواء بالخارج مما يتسبب في تناثر السائل في فنجانه
1409001204.jpg,1,رجل يرتدي قميص أسود يقفز مع فنجان قهوة مليء بمشروب
1409041007.jpg,0,رجل يرتدي نظارة يعمل خلف طاولة بيع كيتشن إيد
1409041007.jpg,1,رجل يقوم بإحدى دروس كيتشن إيد و هو يرتدي سترة الشيف السوداء
1409064481.jpg,0,رجل يرتدي قميص أبيض و نظارة يحمل كأس يحتوي على سائل
1409064481.jpg,1,رجل كبير في السن يشرب من كأس النبيذ
1409702228.jpg,0,يقف رجل يرتدي قميص جينز أزرق أمام رجل يقوم برش بهار على شيئا ما
1409702228.jpg,1,رجل يرتدي قميص أزرق داكن يضغط على زجاجة مليئة بمادة ذهبية اللون
1409723496.jpg,0,رجل ذو شعر داكن يرتدي قميص أبيض عليه نيران مطبوعة و يمسك بملقط
1409723496.jpg,1,رجل يرتدي قميص ملون بأزرار يسكب ما يبدو أنه صلصة شواء على شيئا ما
1409731198.jpg,0,يتجمع الكثير من الناس تحت خيمة بيضاء كبيرة لحدث ما
1409731198.jpg,1,تجمع مجموعة من الناس تحت خيمة كبيرة في الخارج
1409784126.jpg,0,مجموعة من السيدات يجلسن مع أجهزة كمبيوتر خلف طاولة بينما يشتري الأشخاص على الجانب الآخر شيئا ما
1409784126.jpg,1,تجلس ثلاث نساء أمام أجهزة كمبيوتر بينما يقف الناس أمامهن بأوراق صغيرة
1409801982.jpg,0,يقف رجل يرتدي قميص أبيض بجانب طاولة مع سلة فواكه و هو يتحدث إلى سيدة
1409801982.jpg,1,طباخ يشرح للمستهلكين الأنواع المختلفة من الطماطم
1409969752.jpg,0,رجل و امرأة يقفان في مطبخ نموذجي
1409969752.jpg,1,طباخ يتحدث إلى شخص آخر في صالة عرض كيتشن إيد
1410019664.jpg,0,أشخاص داخل خيمة بيضاء كبيرة مع زجاجات نبيذ على الطاولات
1410019664.jpg,1,مجموعة من الناس يأكلون في خيمة كبيرة في الخارج
1410039760.jpg,0,رجل يرتدي قميص أزرق و معطف رياضي بني يضبط شيئا في يده
1410039760.jpg,1,رجل كبير في السن يرتدي نظارات يرفع حاجبيه بدهشة
1410193619.jpg,0,فتاة صغيرة ترتدي ثوب أزرق مخضر تصعد على ذراع كرسي وتصل إلى مصباح أرضي
1410193619.jpg,1,طفلة تتسلق على ذراع الأريكة الحمراء وتصل إلى المصباح
1410585992.jpg,0,شخص يحمل طفل صغير أمام عنزة بينما تنظر إليه امرأة
1410585992.jpg,1,رجل يحمل طفل و الطفل يداعب عنزة
141066782.jpg,0,رجل يعمل على تمثال رملي كبير للغاية ومعقد على الشاطئ
141066782.jpg,1,رجل بحبل أزرق حول رقبته يبني منحوتة من الرمال
14107151.jpg,0,امرأة ترتدي قميص أبيض طويل الأكمام تتكئ على رجل نائم يرتدي قميص أخضر منقوش تحاول النوم أثناء جلوسها في حافلة
14107151.jpg,1,ينام ثلاثة أشخاص في مركبة نقل جماعي
1410849159.jpg,0,رجل يرتدي سترة و قبعة يرفع يديه في الهواء
1410849159.jpg,1,رجل يرتدي سترة رمادية يرفع يده عاليا في الهواء في منتصف الشارع
141118204.jpg,0,فتاة ترتدي قميص أزرق و سروال قصير أحمر تقف على الطريق مع صبي يرتدي قميص أسود
141118204.jpg,1,يقف رجل و امرأة يرتديان سراويل قصيرة في زقاق
141126420.jpg,0,رجل يرتدي بذلة سوداء يركب موجة بلوح تزلج أبيض
141126420.jpg,1,رجل يرتدي بذلة سوداء يتزلج في المالء على لوح أبيض
141139674.jpg,0,طفل يضرب كرة بيسبول أثناء إحدى المباريات
141139674.jpg,1,صبي يضرب كرة البيسبول بالمضرب
141140165.jpg,0,لاعب بيسبول شاب يشير بإصبعه في وجه لاعب في الفريق الآخر
141140165.jpg,1,صبيان من فريقين مختلفين من فرق البيسبول يتجادلان مع بعضهما البعض عند القاعدة
1411855204.jpg,0,شاب ذو شعر برتقالي قصير يعبث بإبهامه و يجلس و هو يشعر بالملل الشديد
1411855204.jpg,1,رجل يرتدي قميص أبيض يحمل بعض الأسلاك
141186473.jpg,0,امرأة ذات حقيبة وردية تجلس على مقعد
141186473.jpg,1,امرأة آسيوية تجلس على مقعد مع أكياس التسوق
1412022357.jpg,0,سيدة ذات شعر قصير ترتدي سترة سوداء متكئة على عمود مصباح خارج مبنى
1412022357.jpg,1,امرأة آسيوية ترتدي تنورة و سترة سوداء تتكئ على عمود إنارة بالقرب من كبينة الهاتف
141203926.jpg,0,شابة ترتدي قميص أسود و مئزر و تنظر إلى قطعة من الآلات
141203926.jpg,1,امرأة ذات شعر داكن ترتدي قميص أسود تنظر إلى آلة فضية
141213544.jpg,0,امرأتان بشعر أسود ترتديان عقد مصنوع من الزهور تقفان في متجر مع طفل في عربة أطفال
141213544.jpg,1,امرأتان و طفل في عربة أطفال أمام متجر
1412318227.jpg,0,رجل يرتدي قميص أخضر به خطوط بيضاء يعزف على الطبول
1412318227.jpg,1,رجل يعزف على الطبول في حفل موسيقي
1412361982.jpg,0,رجل يقف على قمة صخرة على الشاطئ
1412361982.jpg,1,شخص ينظر إلى البعيد و هو واقف فوق صخرة 
1412832223.jpg,0,فتاة ترتدي قميص وردي و أبيض و سروال قصير تقفز في الرمال
1412832223.jpg,1,طفل يقفز على الكثبان الرملية 
141329248.jpg,0,امرأتان تجلسان على درجات خشبية بجوار بحيرة
141329248.jpg,1,فتاتان تجلسان في الخارج بجوار مسطح مائي
14133592.jpg,0,شاب يرتدي سروال جينز أزرق و قميص يجلس على العشب و هناك كرة تطير في الهواء
14133592.jpg,1,رجل يرتدي قميص أحمر يجلس على العشب بينما تطير كرة باتجاهه
